epoch,train_loss,val_worst_group_loss,p0,p1,p2,p3,val_group0_loss,val_group1_loss,val_group2_loss,val_group3_loss
5,0.8791971802711487,1.1949855089187622,0.25534969568252563,0.2447754591703415,0.25550177693367004,0.24437315762043,1.1949855089187622,0.6037549376487732,1.1426116228103638,0.5661123991012573
10,0.7970923185348511,0.9660155773162842,0.25777414441108704,0.24186883866786957,0.2582298517227173,0.24212713539600372,0.9660155773162842,0.7304379343986511,0.9315382242202759,0.6728919744491577
15,0.7514857053756714,0.8220247030258179,0.2582802176475525,0.24116739630699158,0.25932180881500244,0.2412305623292923,0.8066630363464355,0.8220247030258179,0.7944043874740601,0.7415941953659058
20,0.8097191452980042,0.8823599219322205,0.2583240568637848,0.2405591607093811,0.25887230038642883,0.24224448204040527,0.7054526805877686,0.8823599219322205,0.7084688544273376,0.7816540598869324
25,0.8598092794418335,0.9121077656745911,0.25693684816360474,0.2403404712677002,0.25891178846359253,0.24381087720394135,0.6419911980628967,0.9121077656745911,0.6601650714874268,0.7882344722747803
30,0.7203121185302734,0.9163900017738342,0.2554754912853241,0.24172531068325043,0.25757500529289246,0.2452242374420166,0.6080038547515869,0.9163900017738342,0.6387237310409546,0.7730341553688049
35,0.7073474526405334,0.9050078988075256,0.2543609142303467,0.24305866658687592,0.2570047080516815,0.2455756962299347,0.5935641527175903,0.9050078988075256,0.6339115500450134,0.7488477826118469
40,0.676596999168396,0.9086778163909912,0.25315991044044495,0.24396538734436035,0.2568065822124481,0.24606812000274658,0.571496844291687,0.9086778163909912,0.6231714487075806,0.7374905943870544
45,0.7603999376296997,0.8961381912231445,0.25206732749938965,0.24483351409435272,0.25540897250175476,0.24769024550914764,0.5641064643859863,0.8961381912231445,0.6267797946929932,0.714101254940033
50,0.7235264778137207,0.8872950077056885,0.25106361508369446,0.2457893341779709,0.2548489570617676,0.24829813838005066,0.5603193044662476,0.8872950077056885,0.6285732984542847,0.6959735155105591
55,0.5773088335990906,0.8773685693740845,0.24911774694919586,0.2474570870399475,0.25524136424064636,0.24818378686904907,0.56049644947052,0.8773685693740845,0.6276029348373413,0.6829485297203064
60,0.6314114928245544,0.865153968334198,0.24782833456993103,0.24807149171829224,0.25536593794822693,0.2487342357635498,0.5635038018226624,0.865153968334198,0.6232695579528809,0.6758180856704712
65,0.7138638496398926,0.8575029969215393,0.24633030593395233,0.24940136075019836,0.25537392497062683,0.2488943487405777,0.5598739981651306,0.8575029969215393,0.6164529323577881,0.6761295199394226
70,0.6491396427154541,0.8577519655227661,0.24527309834957123,0.25040727853775024,0.2554774880409241,0.24884217977523804,0.551154613494873,0.8577519655227661,0.606262743473053,0.6807941198348999
75,0.6347826719284058,0.8216593861579895,0.2440020591020584,0.25167587399482727,0.25508707761764526,0.24923491477966309,0.5726594924926758,0.8216593861579895,0.6214344501495361,0.6612063646316528
80,0.5867671966552734,0.7616058588027954,0.2426513433456421,0.25232070684432983,0.25477442145347595,0.2502535283565521,0.616407036781311,0.7616058588027954,0.6618341207504272,0.6186389327049255
85,0.5978022813796997,0.7101078629493713,0.24221718311309814,0.2520598769187927,0.25517764687538147,0.25054529309272766,0.6713635921478271,0.6992623805999756,0.7101078629493713,0.5730010271072388
90,0.714201033115387,0.725223183631897,0.24155278503894806,0.25060775876045227,0.25808653235435486,0.24975299835205078,0.6951253414154053,0.6767752766609192,0.725223183631897,0.5594178438186646
