episode,wall_seconds,global.global_obj,global.local_reward,global.utility_factor,utility.acc_beta,utility.auc_beta,utility.f1_macro_beta,utility.f1_minority_beta,fairness.bce_mean_beta,fairness.dp_diff,fairness.eo_alpha_baseline,fairness.eo_tpr_diff,fairness.eod_avg_diff,fairness.eod_max_diff,fairness.group_loss_beta_g0,fairness.group_loss_beta_g1,fairness.group_loss_gap_beta,fairness.n_g0,fairness.n_g1,fairness.soft_eo_beta,fairness.worst_group_beta,fairness.worst_loss_alpha_baseline,fairness.worst_loss_beta,local.anchor_reward_mean,local.anchors_used,local.div_pen_mean,local.hard_reward_mean,local.local_clip_frac_0,local.local_clip_frac_1,local.min_anchor_dist_mean,local.sigma_anchor_used,extra.diag_frac_mid_conf,extra.diag_gen_radius_mean,extra.diag_mean_abs_margin,align.anchor_refresh_count,align.corr_local_delta,align.curriculum_stage,align.delta_global,align.lambda_t,align.ua_warmup_active,meta.avg_reward,meta.episode_return,meta.phase
11,36.2,0.8803027868270874,0.11920292675495148,1.0,0.7558268904685974,0.8277259935766668,0.7427692413330078,0.6848137974739075,0.4930209517478943,0.5598020265916945,0.44662153720855713,0.7264437689969605,0.5539749299026885,0.7264437689969605,0.06483929604291916,2.4055466651916504,2.3407073691487312,271,630,0.4990535378456116,1,2.605076789855957,2.4055466651916504,0.07546526193618774,990,0.008550034835934639,0.03365469351410866,0.0,0.0,2.0219943523406982,0.85,0.07150000333786011,2.8758137226104736,0.3401702642440796,0,,0,-2.4055466651916504,1.0,0,0.00044015140156261623,0.8803027868270874,phase1_class1
12,39.34,0.4871067702770233,0.11920292675495148,1.0,0.7469478845596313,0.8263660044565797,0.7304348945617676,0.6637168526649475,0.492684006690979,0.5280559948456628,0.44662153720855713,0.6838905775075987,0.5227315567493697,0.6838905775075987,0.05794351547956467,2.6102352142333984,2.5522916987538338,271,630,0.5035942196846008,1,2.605076789855957,2.6102352142333984,0.1031031608581543,990,0.010429157875478268,0.07984880357980728,0.0,0.0,1.9069982767105103,0.85,0.14000000059604645,2.868835210800171,0.29715028405189514,0,,0,-2.6102352142333984,1.0,0,0.00024355339701287448,0.4871067702770233,phase1_class1
13,42.46,0.525908891275346,0.11920292675495148,0.9982454695744154,0.7480577230453491,0.8243626358681437,0.7281184196472168,0.6544901132583618,0.49525952339172363,0.4947226615123294,0.44662153720855713,0.6534954407294833,0.48926156311114255,0.6534954407294833,0.05705596134066582,2.5943331718444824,2.5372772105038166,271,630,0.5006517171859741,1,2.605076789855957,2.5943331718444824,0.08001093566417694,990,0.00942910648882389,0.041007209569215775,0.0,0.0,2.0156853199005127,0.85,0.1055000051856041,2.8883438110351562,0.3522086441516876,0,,0,-2.5943331718444824,1.0,0,0.00026295444695279,0.525908887386322,phase1_class1
14,45.57,0.6169562024356854,0.11920292675495148,0.9953191408501554,0.7447280883789062,0.8219460398162968,0.7274265289306641,0.6587537527084351,0.49614763259887695,0.5111521115211153,0.44662153720855713,0.6747720364741642,0.5093129285360853,0.6747720364741642,0.06410727649927139,2.556182384490967,2.4920751079916954,271,630,0.4983699917793274,1,2.605076789855957,2.556182384490967,0.07858604192733765,990,0.010853346437215805,0.02284375950694084,0.0,0.0,2.0025875568389893,0.85,0.04800000041723251,2.867105722427368,0.3803432285785675,0,,0,-2.556182384490967,1.0,0,0.00030847813468426466,0.6169562339782715,phase1_class1
15,48.66,0.16976843774318695,0.11920292675495148,1.0,0.7558268904685974,0.8274330728431095,0.7407913208007812,0.6783625483512878,0.49401983618736267,0.5375798043694723,0.44662153720855713,0.7051671732522796,0.5317087250536038,0.7051671732522796,0.05353764817118645,2.763803720474243,2.7102660723030567,271,630,0.5255255103111267,1,2.605076789855957,2.763803720474243,0.07876382768154144,990,0.01150806900113821,0.04150394722819328,0.0,0.0,1.9875555038452148,0.85,0.14250001311302185,2.8952972888946533,0.30305397510528564,0,,0,-2.763803720474243,1.0,0,8.48842246341519e-05,0.16976843774318695,phase1_class1
16,51.71,0.37871497907056656,0.11920292675495148,0.9948377534409698,0.7436182498931885,0.8215485045350406,0.723684549331665,0.6494688987731934,0.4979684352874756,0.5031746031746032,0.44662153720855713,0.6504559270516718,0.49632430904078606,0.6504559270516718,0.05305616930127144,2.653743028640747,2.6006868593394756,271,630,0.5020314455032349,1,2.605076789855957,2.653743028640747,0.07483875006437302,990,0.010763255879282951,0.0015931293601170182,0.0,0.0,2.013040781021118,0.85,0.007500000298023224,2.8918633460998535,0.406796395778656,0,,0,-2.653743028640747,1.0,0,0.00018935749540105462,0.37871497869491577,phase1_class1
17,54.74,0.6685663234844951,0.11920292675495148,0.9991512379890672,0.7436182498931885,0.8251106298841916,0.731154203414917,0.6732673645019531,0.498989075422287,0.5740877408774088,0.44662153720855713,0.723404255319149,0.5690664687448458,0.723404255319149,0.05633510276675224,2.534649610519409,2.478314507752657,271,630,0.5096401572227478,1,2.605076789855957,2.534649610519409,0.07787811011075974,990,0.008360369130969048,0.06452139467000961,0.0,0.0,2.0192270278930664,0.85,0.11400000751018524,2.871466636657715,0.3089125454425812,0,,0,-2.534649610519409,1.0,0,0.0003342831914778799,0.6685663461685181,phase1_class1
18,57.78,0.7024219632148743,0.11920292675495148,1.0,0.75693678855896,0.8279979914006841,0.7380385994911194,0.6676782965660095,0.49130234122276306,0.4978972646869326,0.44662153720855713,0.5887304185176525,0.45549477736513855,0.5887304185176525,0.05486927926540375,2.519191026687622,2.4643217474222183,271,630,0.46529853343963623,1,2.605076789855957,2.519191026687622,0.08636386692523956,990,0.014507879503071308,0.04191172495484352,0.0,0.0,1.9459532499313354,0.85,0.06400000303983688,2.8847789764404297,0.32489311695098877,0,,0,-2.519191026687622,1.0,0,0.0003512109979055822,0.7024219632148743,phase1_class1
19,61.03,0.69090945225327,0.11920292675495148,0.9984608270995775,0.751387357711792,0.8245404805992321,0.7383666038513184,0.6800000071525574,0.497567743062973,0.5629766297662977,0.44662153720855713,0.723404255319149,0.5574385617681016,0.723404255319149,0.06106114760041237,2.5241401195526123,2.4630789719522,271,630,0.5112085342407227,1,2.605076789855957,2.5241401195526123,0.08509164303541183,990,0.01171442586928606,0.06595636159181595,0.0,0.0,1.9644004106521606,0.85,0.11950000375509262,2.8771703243255615,0.3045094311237335,0,,0,-2.5241401195526123,1.0,0,0.00034545472590252757,0.6909094452857971,phase1_class1
20,64.07,0.5678113698959351,0.11920292675495148,1.0,0.7635960578918457,0.8293736727029262,0.7483164072036743,0.686303436756134,0.49350589513778687,0.5349206349206349,0.44662153720855713,0.7082066869300911,0.5268608185481021,0.7082066869300911,0.0545257069170475,2.5777840614318848,2.5232583545148373,271,630,0.503271222114563,1,2.605076789855957,2.5777840614318848,0.07592950761318207,990,0.008467684499919415,0.07200482487678528,0.0,0.0,2.040804624557495,0.85,0.15150000154972076,2.854168653488159,0.3023621439933777,0,,0,-2.5777840614318848,1.0,0,0.0002839057124219835,0.5678113698959351,phase1_class1
21,67.13,0.8840600252151489,0.11920292675495148,1.0,0.7635960578918457,0.8325748778625155,0.7471172213554382,0.6825633645057678,0.486407995223999,0.5116675452468811,0.44662153720855713,0.6160860416179565,0.4705568635553792,0.6160860416179565,0.05898580700159073,2.4019315242767334,2.3429457172751427,271,630,0.4586609899997711,1,2.605076789855957,2.4019315242767334,0.08727392554283142,990,0.009916665032505989,0.0750773474574089,0.0,0.0,1.9663984775543213,0.85,0.1925000101327896,2.883572816848755,0.28496620059013367,0,,0,-2.4019315242767334,1.0,0,0.00044203002471476793,0.8840600252151489,phase1_class1
22,70.22,0.5321046746624251,0.11920292675495148,0.9999429935962806,0.7524972558021545,0.8257644708073104,0.7339321374893188,0.6636500954627991,0.49275457859039307,0.504246471036139,0.44662153720855713,0.668693009118541,0.4985214768737777,0.668693009118541,0.058386899530887604,2.592205047607422,2.5338181480765343,271,630,0.4943408668041229,1,2.605076789855957,2.592205047607422,0.10405118018388748,990,0.01137913390994072,0.04926940053701401,0.0,0.0,1.9284999370574951,0.85,0.1550000011920929,2.859123706817627,0.2963234484195709,0,,0,-2.592205047607422,1.0,0,0.0002660523750819266,0.5321047306060791,phase1_class1
23,73.26,0.5909696221351624,0.11920292675495148,1.0,0.7536071538925171,0.8272499973846362,0.7359488010406494,0.6676647067070007,0.49341654777526855,0.512182978972647,0.44662153720855713,0.6778115501519757,0.5064030065267077,0.6778115501519757,0.057033613324165344,2.568279266357422,2.5112456530332565,271,630,0.4938834309577942,1,2.605076789855957,2.568279266357422,0.08782153576612473,990,0.011062941513955593,0.02321404032409191,0.0,0.0,1.968504786491394,0.85,0.09750000387430191,2.888957977294922,0.3407582640647888,0,,0,-2.568279266357422,1.0,0,0.00029548481688834727,0.5909696221351624,phase1_class1
24,76.29,0.33100952708856396,0.11920292675495148,0.996427598700254,0.7413984537124634,0.8228614171086631,0.7212921977043152,0.64643394947052,0.4944052994251251,0.4978972646869326,0.44662153720855713,0.6474164133738601,0.4928665677057562,0.6474164133738601,0.05149358510971069,2.674903631210327,2.6234100461006165,271,630,0.48526501655578613,1,2.605076789855957,2.674903631210327,0.07638466358184814,990,0.00792665034532547,0.05754894018173218,0.0,0.0,2.008679151535034,0.85,0.14250001311302185,2.887244939804077,0.30675336718559265,0,,0,-2.674903631210327,1.0,0,0.000165504781762138,0.33100953698158264,phase1_class1
25,79.33,0.3316374123096466,0.11920292675495148,1.0,0.7524972558021545,0.8263450815470399,0.7329093217849731,0.6605783700942993,0.4933665692806244,0.5,0.44662153720855713,0.6595744680851063,0.4925779317169718,0.6595744680851063,0.05257536470890045,2.6751556396484375,2.622580274939537,271,630,0.503558337688446,1,2.605076789855957,2.6751556396484375,0.10463766008615494,990,0.007966399192810059,0.03462982922792435,0.0,0.0,1.89531672000885,0.85,0.09550000727176666,2.8916821479797363,0.2965105175971985,0,,0,-2.6751556396484375,1.0,0,0.0001658187247812748,0.331637442111969,phase1_class1
26,82.37,0.9507887959480286,0.11920292675495148,1.0,0.7491676211357117,0.829394595612466,0.7349033951759338,0.6734104156494141,0.4898099899291992,0.5397235400925439,0.44662153720855713,0.7082066869300911,0.5376581607407931,0.7082066869300911,0.07128607481718063,2.308959722518921,2.2376736477017403,271,630,0.49112313985824585,1,2.605076789855957,2.308959722518921,0.08915083855390549,990,0.008707028813660145,0.026631435379385948,0.0,0.0,1.953539252281189,0.85,0.08100000023841858,2.8710896968841553,0.332632839679718,0,,0,-2.308959722518921,1.0,0,0.0004753944231197238,0.9507887959480286,phase1_class1
27,85.46,0.4223730740605351,0.11920292675495148,0.9997022998916878,0.7502775192260742,0.8255657031666823,0.7315458059310913,0.6606334447860718,0.4923599660396576,0.504246471036139,0.44662153720855713,0.6656534954407295,0.49866284960297824,0.6656534954407295,0.05640074983239174,2.636329174041748,2.5799284242093563,271,630,0.5080440640449524,1,2.605076789855957,2.636329174041748,0.10319884121417999,990,0.008748691529035568,0.03530913218855858,0.0,0.0,1.8867117166519165,0.85,0.12400000542402267,2.882214069366455,0.32347092032432556,0,,0,-2.636329174041748,1.0,0,0.00021118653239682317,0.42237305641174316,phase1_class1
28,88.49,0.6271562576293945,0.11920292675495148,1.0,0.7558268904685974,0.8264235424578141,0.7457935810089111,0.6952908635139465,0.49749478697776794,0.5978972646869326,0.44662153720855713,0.7629179331306991,0.5921455667868335,0.7629179331306991,0.05909252166748047,2.5530731678009033,2.493980646133423,271,630,0.5466840267181396,1,2.605076789855957,2.5530731678009033,0.06858326494693756,990,0.010067008435726166,0.05815000459551811,0.0,0.0,2.078835964202881,0.85,0.1420000046491623,2.8890674114227295,0.29352015256881714,0,,0,-2.5530731678009033,1.0,0,0.0003135781444143504,0.6271562576293945,phase1_class1
29,91.53,0.47350019216537476,0.11920292675495148,1.0,0.7502775192260742,0.8271401521095524,0.729084849357605,0.6533128023147583,0.48935917019844055,0.4820242488139167,0.44662153720855713,0.6443768996960486,0.47639664475389365,0.6443768996960486,0.0543464832007885,2.6156866550445557,2.561340171843767,271,630,0.4856259524822235,1,2.605076789855957,2.6156866550445557,0.08086409419775009,990,0.009900154545903206,0.04437245428562164,0.0,0.0,1.998336672782898,0.85,0.12849999964237213,2.870103597640991,0.30972379446029663,0,,0,-2.6156866550445557,1.0,0,0.00023675010015722364,0.47350019216537476,phase1_class1
30,94.55,0.8227260112762451,0.11920292675495148,1.0,0.7536071538925171,0.8273023046584859,0.7437165975570679,0.6933701634407043,0.499194473028183,0.6010718678615358,0.44662153720855713,0.7629179331306991,0.5954678259230461,0.7629179331306991,0.06436612457036972,2.4515841007232666,2.387217976152897,271,630,0.5208766460418701,1,2.605076789855957,2.4515841007232666,0.08397825807332993,990,0.007694371975958347,0.07184197008609772,0.0,0.0,1.9650325775146484,0.85,0.1535000056028366,2.890042543411255,0.2690810561180115,0,,0,-2.4515841007232666,1.0,0,0.00041136302752420306,0.8227260112762451,phase1_class1
31,97.58,0.6320186343663889,0.11920292675495148,0.996104562412511,0.7469478845596313,0.8225946500120307,0.7328467965126038,0.6714697480201721,0.49686500430107117,0.5534528202424882,0.44662153720855713,0.7082066869300911,0.5481786480054665,0.7082066869300911,0.05962519347667694,2.549923896789551,2.490298703312874,271,630,0.5049431920051575,1,2.605076789855957,2.549923896789551,0.0982731357216835,990,0.013700379990041256,0.00748671917244792,0.0,0.0,1.9314630031585693,0.85,0.039000000804662704,2.8934054374694824,0.3602578341960907,0,,0,-2.549923896789551,1.0,0,0.0003160093037877232,0.6320185661315918,phase1_class1
32,100.59,0.41183707118034363,0.11920292675495148,1.0,0.7536071538925171,0.8300379750808147,0.7352918386459351,0.6656626462936401,0.4886448085308075,0.5058337726234405,0.44662153720855713,0.6717325227963525,0.5000412337126835,0.6717325227963525,0.052873529493808746,2.640714406967163,2.5878408774733543,271,630,0.5010315775871277,1,2.605076789855957,2.640714406967163,0.1060045138001442,990,0.010559594258666039,0.0555233396589756,0.0,0.0,1.865765929222107,0.85,0.1745000034570694,2.861631393432617,0.2832624018192291,0,,0,-2.640714406967163,1.0,0,0.0002059185499092564,0.41183707118034363,phase1_class1
33,103.61,0.5108904602645756,0.11920292675495148,0.9996642956225413,0.7524972558021545,0.8255343188023725,0.7358795404434204,0.6696296334266663,0.49405232071876526,0.523294090083758,0.44662153720855713,0.6869300911854104,0.5176067953158503,0.6869300911854104,0.061783287674188614,2.600651264190674,2.538867976516485,271,630,0.49798116087913513,1,2.605076789855957,2.600651264190674,0.0882321372628212,990,0.010289561934769154,0.060279227793216705,0.0,0.0,1.945272445678711,0.85,0.12150000780820847,2.9037108421325684,0.29090991616249084,0,,0,-2.600651264190674,1.0,0,0.00025544525124132633,0.5108904838562012,phase1_class1
34,106.63,0.6404622096544726,0.11920292675495148,0.9982391355295578,0.7480577230453491,0.8243574051407588,0.7311420440673828,0.6637037396430969,0.49546438455581665,0.523294090083758,0.44662153720855713,0.6808510638297872,0.5178895407742513,0.6808510638297872,0.05681626498699188,2.546848773956299,2.490032508969307,271,630,0.5025818943977356,1,2.605076789855957,2.546848773956299,0.08720893412828445,990,0.011323006823658943,0.011147544719278812,0.0,0.0,1.9334027767181396,0.85,0.06100000441074371,2.8894894123077393,0.34380286931991577,0,,0,-2.546848773956299,1.0,0,0.00032023113453760743,0.6404622197151184,phase1_class1
35,109.64,0.7616711854934692,0.11920292675495148,1.0,0.7558268904685974,0.8273703041144901,0.7433048486709595,0.68660968542099,0.4935365319252014,0.5608738944532302,0.44662153720855713,0.652560205751695,0.5203554074162684,0.652560205751695,0.062135059386491776,2.4888904094696045,2.4267553500831127,271,630,0.499181866645813,1,2.605076789855957,2.4888904094696045,0.08478297293186188,990,0.009519258514046669,0.0578249953687191,0.0,0.0,1.9543092250823975,0.85,0.12849999964237213,2.9086878299713135,0.3128124475479126,0,,0,-2.4888904094696045,1.0,0,0.0003808356123045087,0.7616711854934692,phase1_class1
36,112.66,0.4940726161003113,0.11920292675495148,1.0,0.75693678855896,0.827689378484972,0.7406171560287476,0.6755555868148804,0.491941899061203,0.523294090083758,0.44662153720855713,0.6930091185410334,0.5173240498574492,0.6930091185410334,0.056407537311315536,2.607447862625122,2.5510403253138065,271,630,0.514344334602356,1,2.605076789855957,2.607447862625122,0.0907650962471962,990,0.00883614644408226,0.04504689201712608,0.0,0.0,1.9281985759735107,0.85,0.0860000029206276,2.8424582481384277,0.310785710811615,0,,0,-2.607447862625122,1.0,0,0.0002470363106112927,0.4940726161003113,phase1_class1
37,115.69,0.557251503515628,0.11920292675495148,0.9975170544157793,0.7425083518028259,0.8237611022188746,0.7226662039756775,0.6484848260879517,0.49348220229148865,0.5047619047619047,0.44662153720855713,0.6504559270516718,0.49798543860889233,0.6504559270516718,0.059029120951890945,2.581512928009033,2.5224838070571423,271,630,0.4956289529800415,1,2.605076789855957,2.581512928009033,0.06715864688158035,990,0.009651310741901398,0.015816479921340942,0.0,0.0,2.0684216022491455,0.85,0.07500000298023224,2.8980324268341064,0.32353588938713074,0,,0,-2.581512928009033,1.0,0,0.0002786257828120142,0.557251513004303,phase1_class1
38,118.73,0.7287238398751541,0.11920292675495148,0.9948947598446892,0.7458379864692688,0.8215955810815052,0.7332130670547485,0.675177276134491,0.5033582448959351,0.5709131377028056,0.44662153720855713,0.723404255319149,0.5657442096086331,0.723404255319149,0.0633302703499794,2.504361152648926,2.4410308822989464,271,630,0.5021862387657166,1,2.605076789855957,2.504361152648926,0.07002799957990646,990,0.007303793914616108,0.05303553119301796,0.0,0.0,2.0331645011901855,0.85,0.06200000271201134,2.848464250564575,0.3247208893299103,0,,0,-2.504361152648926,1.0,0,0.00036436194204725325,0.7287238240242004,phase1_class1
39,121.77,0.7224247455596924,0.11920292675495148,1.0,0.7502775192260742,0.8282961428616263,0.7315458059310913,0.6606334447860718,0.49083539843559265,0.504246471036139,0.44662153720855713,0.6656534954407295,0.49866284960297824,0.6656534954407295,0.059288837015628815,2.5094246864318848,2.450135849416256,271,630,0.4759378731250763,1,2.605076789855957,2.5094246864318848,0.09530746936798096,990,0.011434532701969147,0.044725801795721054,0.0,0.0,1.9181021451950073,0.85,0.14800000190734863,2.881075859069824,0.28234508633613586,0,,0,-2.5094246864318848,1.0,0,0.00036121238372288644,0.7224247455596924,phase1_class1
40,124.8,0.44825113413615186,0.11920292675495148,0.9995566168599606,0.7458379864692688,0.8254453964368285,0.7257229685783386,0.6514459252357483,0.4944517910480499,0.4894453230246588,0.44662153720855713,0.6504559270516718,0.4858038217761127,0.6504559270516718,0.05326039716601372,2.625770330429077,2.5725099332630634,271,630,0.4938143193721771,1,2.605076789855957,2.625770330429077,0.06062883511185646,990,0.009917317889630795,0.036531731486320496,0.0,0.0,2.095231056213379,0.85,0.12950000166893005,2.870546579360962,0.3149988651275635,0,,0,-2.625770330429077,1.0,0,0.00022412557154893875,0.4482511281967163,phase1_class1
41,127.84,0.3644534888770368,0.11920292675495148,0.9971433457691747,0.7458379864692688,0.8234524893031625,0.7246379852294922,0.6482334733009338,0.4945247769355774,0.48519885198851986,0.44662153720855713,0.6413373860182371,0.4798602766193068,0.6413373860182371,0.050576839596033096,2.6602349281311035,2.6096580885350704,271,630,0.481498658657074,1,2.605076789855957,2.6602349281311035,0.08449139446020126,990,0.011318396776914597,0.019674895331263542,0.0,0.0,1.9470726251602173,0.85,0.08750000596046448,2.888707160949707,0.3449612557888031,0,,0,-2.6602349281311035,1.0,0,0.00018222675134893507,0.3644534945487976,phase1_class1
42,130.87,0.6720308661460876,0.11920292675495148,1.0,0.7536071538925171,0.8259841613574783,0.7384348511695862,0.6754385828971863,0.49368005990982056,0.5375798043694723,0.44662153720855713,0.7021276595744681,0.5318500977828043,0.7021276595744681,0.059817224740982056,2.5333383083343506,2.4735210835933685,271,630,0.5033748745918274,1,2.605076789855957,2.5333383083343506,0.09039761871099472,990,0.010638928040862083,0.018207913264632225,0.0,0.0,1.949894905090332,0.85,0.08250000327825546,2.8596138954162598,0.3458792269229889,0,,0,-2.5333383083343506,1.0,0,0.0003360154223628342,0.6720308065414429,phase1_class1
43,133.91,0.640567454791464,0.11920292675495148,0.9968139754365738,0.7547169923782349,0.823180491479145,0.7363183498382568,0.6666666269302368,0.4942796230316162,0.504246471036139,0.44662153720855713,0.6717325227963525,0.4983801041445771,0.6717325227963525,0.05674915015697479,2.546403646469116,2.4896544963121414,271,630,0.49688923358917236,1,2.605076789855957,2.546403646469116,0.08726105839014053,990,0.009262459352612495,0.05115966126322746,0.0,0.0,1.9548909664154053,0.85,0.08650000393390656,2.877657413482666,0.3342297077178955,0,,0,-2.546403646469116,1.0,0,0.00032028372515924275,0.640567421913147,phase1_class1
