epoch,train_loss,val_worst_group_loss,p0,p1,p2,p3,val_group0_loss,val_group1_loss,val_group2_loss,val_group3_loss
5,0.972578227519989,1.0307697057724,0.25368431210517883,0.24549110233783722,0.25494930148124695,0.24587534368038177,1.0307697057724,0.46632617712020874,0.9370667934417725,0.5038323998451233
10,0.886265754699707,0.9284783601760864,0.2561738193035126,0.24260267615318298,0.2577981948852539,0.24342529475688934,0.9284783601760864,0.5198002457618713,0.8479999303817749,0.5510796308517456
15,0.7447664737701416,0.8402718901634216,0.2584361732006073,0.24017208814620972,0.2601066827774048,0.24128493666648865,0.8402718901634216,0.5701690316200256,0.7760319113731384,0.5899263620376587
20,0.6391080617904663,0.7634379863739014,0.2603294849395752,0.2388410121202469,0.26108279824256897,0.23974667489528656,0.7634379863739014,0.6197928786277771,0.716341495513916,0.6270049214363098
25,0.6488407254219055,0.7075541615486145,0.26073071360588074,0.238464817404747,0.2615492641925812,0.23925526440143585,0.7075541615486145,0.6557807922363281,0.6759487390518188,0.6509358286857605
30,0.6963438987731934,0.6816825270652771,0.2617325186729431,0.23809441924095154,0.2613309323787689,0.23884212970733643,0.6670189499855042,0.6816825270652771,0.6499003171920776,0.6644079089164734
35,0.618786096572876,0.6993773579597473,0.2617610991001129,0.23801468312740326,0.26168739795684814,0.2385368049144745,0.6397841572761536,0.6993773579597473,0.6350882053375244,0.6674763560295105
40,0.5980104804039001,0.7107869386672974,0.2616107165813446,0.23748786747455597,0.26188716292381287,0.23901419341564178,0.6211055517196655,0.7107869386672974,0.6277214288711548,0.6636091470718384
45,0.6315562129020691,0.7184516191482544,0.2609996199607849,0.23831970989704132,0.2613467872142792,0.23933391273021698,0.609091579914093,0.7184516191482544,0.6265687942504883,0.6532458066940308
50,0.6557096242904663,0.7219117879867554,0.2602391839027405,0.23804940283298492,0.2613987624645233,0.2403126209974289,0.6024263501167297,0.7219117879867554,0.6303780674934387,0.6379418969154358
55,0.6982250213623047,0.7369741201400757,0.2616477608680725,0.23802651464939117,0.260515958070755,0.23980984091758728,0.5858725309371948,0.7369741201400757,0.6246824264526367,0.6354431509971619
60,0.5690980553627014,0.7466753721237183,0.2608534097671509,0.23865969479084015,0.2598268985748291,0.24066001176834106,0.5759450197219849,0.7466753721237183,0.623802661895752,0.6293339133262634
65,0.5945872068405151,0.7521987557411194,0.2600434720516205,0.23923209309577942,0.2596614360809326,0.2410629540681839,0.5707669258117676,0.7521987557411194,0.6263571381568909,0.6208271384239197
70,0.6371534466743469,0.7584629654884338,0.25882530212402344,0.23981967568397522,0.2605055868625641,0.24084949493408203,0.5653632283210754,0.7584629654884338,0.6264874339103699,0.6161084771156311
75,0.5545017123222351,0.7604923248291016,0.2575902044773102,0.24040894210338593,0.2611807584762573,0.24082013964653015,0.5634422898292542,0.7604923248291016,0.6279900074005127,0.610412061214447
80,0.6478202939033508,0.7540664672851562,0.25647708773612976,0.24187599122524261,0.2609284222126007,0.24071846902370453,0.5673806071281433,0.7540664672851562,0.6339691877365112,0.5984069108963013
85,0.5697520971298218,0.7440529465675354,0.2557181417942047,0.24203746020793915,0.2610131502151489,0.24123121798038483,0.5736522078514099,0.7440529465675354,0.6422407627105713,0.5854618549346924
90,0.6304543614387512,0.7432155013084412,0.25558504462242126,0.24239617586135864,0.26090216636657715,0.24111659824848175,0.5734135508537292,0.7432155013084412,0.6459550857543945,0.5779049396514893
95,0.5770816206932068,0.7549326419830322,0.2558612823486328,0.24208641052246094,0.2608911991119385,0.24116115272045135,0.5624731183052063,0.7549326419830322,0.6372113823890686,0.5819246768951416
100,0.608434796333313,0.7634721994400024,0.25446468591690063,0.24246659874916077,0.26193830370903015,0.24113036692142487,0.5526559948921204,0.7634721994400024,0.6281147599220276,0.585736870765686
105,0.7707286477088928,0.7671363353729248,0.253686785697937,0.24191243946552277,0.26280680298805237,0.24159404635429382,0.5477986931800842,0.7671363353729248,0.623047947883606,0.5864942669868469
110,0.5974557399749756,0.7758562564849854,0.2518916130065918,0.242675319314003,0.26399776339530945,0.24143533408641815,0.5388360023498535,0.7758562564849854,0.6111254096031189,0.5941776037216187
115,0.5321778655052185,0.7833870649337769,0.25131961703300476,0.2435518503189087,0.26388660073280334,0.2412419468164444,0.5320388674736023,0.7833870649337769,0.6039653420448303,0.5988918542861938
120,0.6023911237716675,0.787578284740448,0.25047966837882996,0.2439608871936798,0.2640615999698639,0.24149785935878754,0.5280635952949524,0.787578284740448,0.6021370887756348,0.6001035571098328
125,0.560325562953949,0.7908080220222473,0.24955086410045624,0.24392318725585938,0.26469576358795166,0.24183015525341034,0.5267159342765808,0.7908080220222473,0.6029450297355652,0.5976516604423523
130,0.6302019357681274,0.7908717393875122,0.2490781545639038,0.24420158565044403,0.2649977505207062,0.2417224943637848,0.5266247987747192,0.7908717393875122,0.6000596284866333,0.598797619342804
135,0.6000182628631592,0.7908052206039429,0.24736811220645905,0.2449132204055786,0.26525840163230896,0.2424602508544922,0.527355432510376,0.7908052206039429,0.5967519879341125,0.6022943258285522
140,0.553432822227478,0.7811219096183777,0.24574138224124908,0.2454412430524826,0.2654525339603424,0.2433648407459259,0.5331655740737915,0.7811219096183777,0.5961152911186218,0.602760374546051
145,0.596786618232727,0.7766802906990051,0.2458924800157547,0.24447029829025269,0.26518282294273376,0.24445442855358124,0.5307465195655823,0.7766802906990051,0.5857774615287781,0.6121267080307007
150,0.4802752435207367,0.7810555696487427,0.24505649507045746,0.2448529601097107,0.265268474817276,0.24482201039791107,0.5246018767356873,0.7810555696487427,0.5726661682128906,0.6217348575592041
155,0.6702923774719238,0.784808874130249,0.24402134120464325,0.24472671747207642,0.2656196653842926,0.24563224613666534,0.5200080275535583,0.784808874130249,0.5590006113052368,0.6330680251121521
160,0.6249931454658508,0.7881977558135986,0.24350985884666443,0.2453831285238266,0.26552924513816833,0.24557778239250183,0.5140982270240784,0.7881977558135986,0.5457693934440613,0.6473425626754761
