config_id,fold,delta_scale,ffnn_opt,reinforce_opt,alpha_f1_minority,alpha_f1_majority,alpha_f1_weighted,alpha_f1_macro,alpha_brier,alpha_acc,alpha_auc,alpha_dp_diff,alpha_eo_tpr_diff,alpha_eod_fpr_diff,alpha_eod_max_diff,alpha_eod_avg_diff,alpha_dp_rate_g0,alpha_dp_rate_g1,alpha_tpr_g0,alpha_tpr_g1,alpha_fpr_g0,alpha_fpr_g1,beta_f1_minority,beta_f1_majority,beta_f1_weighted,beta_f1_macro,beta_brier,beta_acc,beta_auc,beta_dp_diff,beta_eo_tpr_diff,beta_eod_fpr_diff,beta_eod_max_diff,beta_eod_avg_diff,beta_dp_rate_g0,beta_dp_rate_g1,beta_tpr_g0,beta_tpr_g1,beta_fpr_g0,beta_fpr_g1
0008,1,0.2063164573184081,sgd,adamw,0.37463101744651794,0.9704768657684326,0.9318008422851562,0.6725539565086365,0.040753770619630814,0.9436154961585999,0.9151118554971703,0.0076140186506398096,0.16261183568618565,0.010120488709334168,0.16261183568618565,0.0863661621977599,0.028867119122930933,0.021253100472291123,0.3658623136976579,0.20325047801147228,0.013625858637735123,0.0035053699284009546,0.6283152103424072,0.975030779838562,0.9525256752967834,0.8016729950904846,0.036997225135564804,0.9532051682472229,0.9135756730318452,0.00210169719718533,0.20197284053483,0.018095067761767968,0.20197284053483,0.11003395414829899,0.06198753186131499,0.05988583466412966,0.740596167494677,0.538623326959847,0.03129614174744816,0.013201073985680191
0008,2,0.2063164573184081,sgd,adamw,0.4730863571166992,0.9759223461151123,0.9471328258514404,0.7245043516159058,0.03433872386813164,0.9539490938186646,0.9385990447321814,0.01068176650155771,0.2464283178956212,0.0017718520349611407,0.2464283178956212,0.12410008496529117,0.03577661431064572,0.025094847809088012,0.5054768041237113,0.2590484862280901,0.010973120108880572,0.009201268073919432,0.5077223777770996,0.9638079404830933,0.9376950860023499,0.7357651591300964,0.04854346811771393,0.9325731992721558,0.9358059175443572,0.0527637605542553,0.0912178553744124,0.05333428992151478,0.0912178553744124,0.0722760726479636,0.05188740223644238,0.10465116279069768,0.6607603092783505,0.5695424539039381,0.019734603606668934,0.07306889352818371
0009,0,0.23256964408830622,sgd,adam,0.484354168176651,0.9834465384483337,0.9657657146453857,0.7339003682136536,0.02262290194630623,0.9679228663444519,0.9638605379146542,0.020419845674986368,0.43701298701298696,0.0072977338689612925,0.43701298701298696,0.22215536044097411,0.03840061646474592,0.017980770789759553,0.687012987012987,0.25,0.01629111514453938,0.008993381275578086,0.40486711263656616,0.9509115219116211,0.931567370891571,0.677889347076416,0.07284965366125107,0.9093039631843567,0.9454033002466804,0.04545746067768473,0.003162055335968361,0.05048844102189394,0.05048844102189394,0.02682524817893115,0.1428357378312428,0.09737827715355805,0.8727272727272727,0.8695652173913043,0.11795564212669883,0.06746720110480489
0009,1,0.23256964408830622,sgd,adam,0.3238023519515991,0.9696049690246582,0.9276862144470215,0.6467036604881287,0.041425127536058426,0.9418250322341919,0.9082791048045006,0.0017899907562348993,0.06295733382909921,0.008036203924901212,0.06295733382909921,0.035496768877000213,0.021972791204741576,0.020182800448506677,0.255500354861604,0.19254302103250479,0.011411054760223407,0.0033748508353221955,0.5517284870147705,0.9693272113800049,0.9422211050987244,0.7605278491973877,0.04371081292629242,0.9425831437110901,0.9102196657042393,0.0187388492056036,0.11139926747879991,0.012137669977062133,0.11139926747879991,0.06176846872793102,0.054279396861468536,0.07301824606707213,0.47196593328601844,0.5833652007648183,0.035388714129806764,0.02325104415274463
0009,2,0.23256964408830622,sgd,adam,0.49647438526153564,0.9763027429580688,0.9488305449485779,0.7363885641098022,0.03314743936061859,0.9547356963157654,0.942867567322067,0.008918681522449803,0.233223808495709,0.001079109605826474,0.233223808495709,0.11715145905076774,0.037344063085773385,0.028425381563323582,0.5264175257731959,0.2931937172774869,0.011517522966995576,0.010438413361169102,0.5058923959732056,0.9564465880393982,0.9306503534317017,0.7311694622039795,0.06263003498315811,0.9199492931365967,0.9301339491606924,0.007284290828115714,0.15081162392841474,0.007386585303001278,0.15081162392841474,0.07909910461570802,0.10091461443991985,0.10819890526803556,0.8041237113402062,0.6533120874117915,0.06378019734603607,0.07116678264903735
0010,0,0.10965398215380505,adam,adamw,0.38174694776535034,0.9827846884727478,0.9614923596382141,0.6822658181190491,0.024964751675724983,0.9665021300315857,0.9522072115154704,0.01643107946791872,0.3343817052512705,0.006272311305331079,0.3343817052512705,0.17032700827830077,0.028104799006806798,0.011673719538888079,0.4922077922077922,0.15782608695652173,0.012284740360352384,0.006012429055021305,0.5284631252288818,0.9713877439498901,0.955696702003479,0.749925434589386,0.03969426825642586,0.946049153804779,0.9664582561211802,0.026739148151100622,0.004105025409373297,0.031156112726791925,0.031156112726791925,0.01763056906808261,0.09420351898625798,0.06746437083515736,0.8558441558441559,0.8517391304347826,0.06824117933507459,0.03708506660828267
0010,1,0.10965398215380505,adam,adamw,0.4333416521549225,0.9711612462997437,0.9362516403198242,0.7022514343261719,0.04102768003940582,0.9451156854629517,0.9007474184134454,0.013825109193929735,0.2653401311155953,0.013206671132382164,0.2653401311155953,0.13927340112398873,0.03850996529803765,0.024684856104107915,0.4957416607523066,0.2304015296367113,0.017830776144315337,0.004624105011933174,0.5740081667900085,0.962756335735321,0.937522828578949,0.7683822512626648,0.052872586995363235,0.9315014481544495,0.9382262499266948,0.029588771014818563,0.01613799298961749,0.0014487237490468027,0.01613799298961749,0.008793358369332146,0.08184135368362866,0.11143012469844722,0.7004968062455642,0.7166347992351817,0.05386146241253129,0.05241273866348449
0010,2,0.10965398215380505,adam,adamw,0.4335537552833557,0.9750722050666809,0.9440678954124451,0.7043129801750183,0.03516032174229622,0.9522460103034973,0.9373574431460245,0.012318103103009754,0.2348858950861375,0.0036013045694949335,0.2348858950861375,0.11924359982781621,0.033546635640876475,0.02122853253786672,0.4568298969072165,0.22194400182107898,0.011194283769989792,0.007592979200494858,0.5445030927658081,0.9614224433898926,0.9375520348548889,0.7529627680778503,0.05227270349860191,0.9288692474365234,0.9403832490372579,0.060290725842804704,0.038990539072235375,0.05186532853765896,0.05186532853765896,0.04542793380494717,0.06710943054747592,0.12740015639028063,0.7197164948453608,0.7587070339175962,0.03264715889758421,0.08451248743524317
0011,0,0.2687718218340364,adamw,adam,0.3741891384124756,0.9826200008392334,0.9610657691955566,0.6784045696258545,0.025978121906518936,0.9661792516708374,0.9435308943259528,0.01667428195831222,0.35934500282326376,0.005597205256931036,0.35934500282326376,0.1824711040400974,0.028104799006806798,0.011430517048494576,0.5006493506493507,0.14130434782608695,0.01199698968524503,0.006399784428313994,0.5340466499328613,0.9718860387802124,0.9563751220703125,0.7529663443565369,0.04114720597863197,0.9469717144966125,0.9652537465329253,0.006047433624851273,0.023884810841332538,0.0017840764780196264,0.023884810841332538,0.012834443659676082,0.07493899567618477,0.08098642930103604,0.8435064935064935,0.8673913043478261,0.04874053742972243,0.05052461390774206
0011,1,0.2687718218340364,adamw,adam,0.4207092821598053,0.9706550240516663,0.9349583387374878,0.695682168006897,0.04186510667204857,0.9441397786140442,0.8947064931225138,0.012558489754180512,0.24211209827020236,0.012780890580828506,0.24211209827020236,0.12744649442551542,0.0374811903080183,0.02492270055383779,0.46983676366217175,0.2277246653919694,0.017927071965076716,0.00514618138424821,0.5865010619163513,0.9615476131439209,0.9372035264968872,0.7740243673324585,0.05218435451388359,0.9296383261680603,0.9441169708075507,0.025798972572204953,0.013994303216009585,0.006131094866628377,0.013994303216009585,0.01006269904131898,0.09300433006786844,0.1188033026400734,0.7778566359119943,0.7638623326959847,0.06203055787378828,0.0558994630071599
0011,2,0.2687718218340364,adamw,adam,0.44761988520622253,0.9753277897834778,0.9451141953468323,0.711473822593689,0.034525059163570404,0.9527653455734253,0.9391488168032411,0.007916021758510031,0.18002376379009716,0.0023857798589095574,0.18002376379009716,0.09120477182450336,0.03243164630599186,0.024515624547481827,0.43975515463917525,0.2597313908490781,0.01092208234093229,0.008536302482022733,0.5287682414054871,0.9555424451828003,0.931107759475708,0.7421553134918213,0.05756783112883568,0.9187502861022949,0.9437347688072757,0.05364735073899797,0.04653578443681483,0.04931051065471121,0.04931051065471121,0.04792314754576302,0.08687221252666279,0.14051956326566076,0.8234536082474226,0.7769178238106078,0.04797550187138482,0.09728601252609603
0012,0,0.08120267865702678,adamw,adam,0.3771720826625824,0.9826664328575134,0.9612162113189697,0.6799192428588867,0.024272486567497253,0.9662715196609497,0.9572592574880845,0.016592575541776365,0.32962732919254656,0.006593745056376927,0.32962732919254656,0.16811053712446175,0.028169014084507043,0.011576438542730678,0.4857142857142857,0.15608695652173912,0.012572491035459737,0.00597874597908281,0.5019495487213135,0.969352126121521,0.9527938961982727,0.7356508374214172,0.04476433992385864,0.9422574639320374,0.955039226264486,0.00502894697539015,0.12563523433088641,0.0131707686105371,0.12563523433088641,0.06940300147071175,0.08337257588081681,0.07834362890542666,0.7461038961038962,0.8717391304347826,0.060781796449599364,0.047611027839062264
