config_id,seed,ffnn_lr,reinforce_lr,delta_scale,ffnn_opt,reinforce_opt,alpha_f1_minority,alpha_f1_majority,alpha_f1_weighted,alpha_f1_macro,alpha_brier,alpha_acc,alpha_auc,alpha_dp_diff,alpha_eo_tpr_diff,alpha_eod_fpr_diff,alpha_eod_max_diff,alpha_eod_avg_diff,alpha_dp_rate_g0,alpha_dp_rate_g1,alpha_tpr_g0,alpha_tpr_g1,alpha_fpr_g0,alpha_fpr_g1,beta_f1_minority,beta_f1_majority,beta_f1_weighted,beta_f1_macro,beta_brier,beta_acc,beta_auc,beta_dp_diff,beta_eo_tpr_diff,beta_eod_fpr_diff,beta_eod_max_diff,beta_eod_avg_diff,beta_dp_rate_g0,beta_dp_rate_g1,beta_tpr_g0,beta_tpr_g1,beta_fpr_g0,beta_fpr_g1
0007,0,0.004074324861703429,0.00012514070798404372,0.05351042504100474,sgd,adamw,0.6104449033737183,0.8937875628471375,0.8232454061508179,0.7521162033081055,0.1152690127491951,0.8330847024917603,0.8837847631099386,0.21359239857029821,0.31236349943517006,0.094903823520636,0.31236349943517006,0.20363366147790302,0.03421461897356143,0.24780701754385964,0.25806451612903225,0.5704280155642023,0.005841121495327103,0.10074494501596311,0.6455093622207642,0.8747055530548096,0.817643940448761,0.7601074576377869,0.1262660026550293,0.8148516416549683,0.8748292940391991,0.1487965312451684,0.07040111890118173,0.06271114234848309,0.07040111890118173,0.0665561306248324,0.17210990150336963,0.32090643274853803,0.7373271889400922,0.6669260700389105,0.10046728971962617,0.16317843206810925
0007,1,0.004074324861703429,0.00012514070798404372,0.05351042504100474,sgd,adamw,0.621076226234436,0.8920127749443054,0.8245593309402466,0.7565444707870483,0.11432919651269913,0.8319244384765625,0.8880351101055285,0.23693655489519774,0.358964204112719,0.10708137497709676,0.358964204112719,0.23302278954490788,0.033968090581574885,0.2709046454767726,0.24257425742574257,0.6015384615384616,0.009764503159103963,0.11684587813620072,0.6309266090393066,0.8652562499046326,0.8069165945053101,0.748091459274292,0.13582022488117218,0.802585780620575,0.8706981142777039,0.09000449233471794,0.12063975628332069,0.0068477103959122265,0.12063975628332069,0.06374373333961646,0.2249099330931549,0.31491442542787285,0.7821782178217822,0.6615384615384615,0.16025272831705917,0.15340501792114694
0007,2,0.004074324861703429,0.00012514070798404372,0.05351042504100474,sgd,adamw,0.6286572217941284,0.8946808576583862,0.8284505605697632,0.7616690397262573,0.11113344877958298,0.8359025120735168,0.8921333021431587,0.23155512167889034,0.35090990886399265,0.1034388230067665,0.35090990886399265,0.22717436593537957,0.035306334371754934,0.26686145605064526,0.2570093457943925,0.6079192546583851,0.007593457943925234,0.11103228095069173,0.642728865146637,0.8631362318992615,0.8082627058029175,0.7529325485229492,0.13936947286128998,0.8020884990692139,0.8680084760083002,0.07734458378560427,0.1470221164451152,0.0155598856889001,0.1470221164451152,0.08129100106700765,0.2523364485981308,0.3296810323837351,0.8411214953271028,0.6940993788819876,0.17873831775700935,0.16317843206810925
0008,0,0.0026333394617191514,0.0003716169539861266,0.2063164573184081,sgd,adamw,0.6028894782066345,0.8930037021636963,0.8207756876945496,0.7479466199874878,0.11654317378997803,0.8314271569252014,0.8805784151257458,0.2107927174944446,0.30990693754594845,0.09429836921026545,0.30990693754594845,0.20210265337810696,0.0321410057024365,0.24293372319688109,0.2488479262672811,0.5587548638132296,0.004672897196261682,0.09897126640652713,0.6253648400306702,0.8714238405227661,0.8101639747619629,0.7483943700790405,0.1328166425228119,0.8085529804229736,0.8630177052240506,0.12003424190335871,0.11703276013555919,0.043307388448876605,0.11703276013555919,0.0801700742922179,0.18040435458786935,0.30043859649122806,0.7419354838709677,0.6249027237354086,0.10922897196261683,0.15253636041149343
0008,1,0.0026333394617191514,0.0003716169539861266,0.2063164573184081,sgd,adamw,0.6186409592628479,0.8904299736022949,0.8227643370628357,0.754535436630249,0.11525707691907883,0.8297696113586426,0.8857463939054555,0.24033386729618073,0.371942117288652,0.1096593026296015,0.371942117288652,0.24080070995912675,0.034482758620689655,0.2748166259168704,0.23267326732673269,0.6046153846153847,0.011487650775416428,0.12114695340501792,0.6399033665657043,0.8637038469314575,0.8079855442047119,0.7518036365509033,0.1361267864704132,0.8022542595863342,0.8707914203117979,0.1307697244323866,0.09405178979436413,0.034108646824735106,0.09405178979436413,0.06408021830954962,0.21152856407617088,0.3422982885085575,0.7871287128712872,0.693076923076923,0.14474439977024697,0.17885304659498208
0008,2,0.0026333394617191514,0.0003716169539861266,0.2063164573184081,sgd,adamw,0.6293550729751587,0.8932535648345947,0.827552318572998,0.7613043189048767,0.11188830435276031,0.834244966506958,0.8904216139681043,0.23858399950847536,0.3594502815348001,0.10994942529497767,0.3594502815348001,0.23469985341488886,0.03582554517133956,0.27440954467981493,0.2570093457943925,0.6164596273291926,0.008177570093457943,0.11812699538843562,0.6242406368255615,0.8491113781929016,0.79312664270401,0.7366759777069092,0.14667662978172302,0.7846842408180237,0.8598129735648576,0.09009160714136721,0.11589365530852735,1.0153066806350974e-05,0.11589365530852735,0.05795190418766685,0.26272066458982346,0.3528122717311907,0.8177570093457944,0.7018633540372671,0.1933411214953271,0.19333096842852074
0009,0,0.004530295770311979,4.6373542652131554em05,0.23256964408830622,sgd,adam,0.6114746928215027,0.8934417366981506,0.8232421278953552,0.7524582147598267,0.1148451566696167,0.8327531814575195,0.8847561744349693,0.21499223910822504,0.31086804497122056,0.09644812570242646,0.31086804497122056,0.2036580853368235,0.0352514256091239,0.25024366471734893,0.2626728110599078,0.5735408560311284,0.006425233644859813,0.10287335934728627,0.6554157733917236,0.8724878430366516,0.8184447288513184,0.7639517784118652,0.13093113899230957,0.8138571381568909,0.8714907747515928,0.15453648377033827,0.1007369685667665,0.06978720829617449,0.1007369685667665,0.0852620884314705,0.18610679108346292,0.3406432748538012,0.7972350230414746,0.6964980544747081,0.10864485981308411,0.1784320681092586
0009,1,0.004530295770311979,4.6373542652131554em05,0.23256964408830622,sgd,adam,0.6218737959861755,0.8920847773551941,0.8248119354248047,0.7569792866706848,0.11426663398742676,0.8320901989936829,0.888244350723717,0.23539255077785343,0.3490632140137091,0.10650699243832593,0.3490632140137091,0.22778510322601753,0.035512094698919194,0.2709046454767726,0.2524752475247525,0.6015384615384616,0.010338885697874785,0.11684587813620072,0.635339617729187,0.8735349774360657,0.8142329454421997,0.7544373273849487,0.13012176752090454,0.812199592590332,0.8734227239425633,0.10849214848110009,0.16164508758568163,0.022817809564395705,0.16164508758568163,0.09223144857503868,0.19248584662892435,0.30097799511002443,0.7970297029702971,0.6353846153846154,0.12234348075818495,0.14516129032258066
0009,2,0.004530295770311979,4.6373542652131554em05,0.23256964408830622,sgd,adam,0.6267419457435608,0.8946976661682129,0.8279863595962524,0.7607197761535645,0.11106046289205551,0.8357367515563965,0.8923918406738488,0.22887676764918494,0.3462515237708249,0.10166514439733054,0.3462515237708249,0.22395833408407773,0.035306334371754934,0.26418310202093986,0.2570093457943925,0.6032608695652174,0.007593457943925234,0.10925860234125577,0.6399762630462646,0.8603634238243103,0.8054949641227722,0.7501698732376099,0.13777834177017212,0.7987734079360962,0.866035898284374,0.09914043874639988,0.0668500029024206,0.0019972532846207203,0.0668500029024206,0.03442362809352066,0.24247144340602284,0.3416118821524227,0.7757009345794392,0.7088509316770186,0.1758177570093458,0.17382050372472507
0010,0,0.00024106501268706255,0.00013646506337961615,0.10965398215380505,adam,adamw,0.5877742767333984,0.8894261717796326,0.8143256902694702,0.7386002540588379,0.11905407160520554,0.8256257176399231,0.874505294346007,0.22612729984629798,0.40590292097760405,0.10078762933763878,0.40590292097760405,0.2533452751576214,0.02021772939346812,0.2463450292397661,0.15207373271889402,0.5579766536964981,0.0035046728971962616,0.10429230223483504,0.6362252831459045,0.8639107346534729,0.807225227355957,0.7500680088996887,0.13699428737163544,0.8019227385520935,0.8638974268399876,0.1502028139295881,0.04322473058509213,0.060881518268889684,0.060881518268889684,0.05205312442699091,0.1933644375324002,0.3435672514619883,0.7327188940092166,0.6894941634241245,0.125,0.18588151826888968
0010,1,0.00024106501268706255,0.00013646506337961615,0.10965398215380505,adam,adamw,0.6105804443359375,0.8865582942962646,0.8178497552871704,0.7485693693161011,0.11836469173431396,0.824299693107605,0.8800655992848203,0.25501600001006686,0.41616146230007617,0.12263602469639046,0.41616146230007617,0.26939874349823334,0.029336078229541946,0.2843520782396088,0.19306930693069307,0.6092307692307692,0.010338885697874785,0.13297491039426523,0.6240977048873901,0.8400283455848694,0.7862693667411804,0.7320630550384521,0.14976981282234192,0.7755677103996277,0.8608974541705741,0.169544864833576,0.01622239146991622,0.07091195065662836,0.07091195065662836,0.04356717106327229,0.23314462171899125,0.40268948655256726,0.7623762376237624,0.7461538461538462,0.17174037909247558,0.24265232974910395
0010,2,0.00024106501268706255,0.00013646506337961615,0.10965398215380505,adam,adamw,0.637233316898346,0.8945229649543762,0.8304671049118042,0.7658781409263611,0.11212030053138733,0.8365655541419983,0.8900732224612752,0.24269103657838187,0.37264903929877524,0.11007478458921935,0.37264903929877524,0.2413619119439973,0.036344755970924195,0.27903579254930605,0.2570093457943925,0.6296583850931677,0.008761682242990653,0.11883646683221,0.6332874894142151,0.8418930172920227,0.7899577021598816,0.7375902533531189,0.14572526514530182,0.7790485620498657,0.8686764590492306,0.14334731296085174,0.04364515005514602,0.046980312167435256,0.046980312167435256,0.04531273111129064,0.25597092419522327,0.399318237156075,0.8037383177570093,0.7600931677018633,0.1875,0.23448031216743526
0011,0,0.00015220604727359953,0.0009692662864435307,0.2687718218340364,adamw,adam,0.5697305202484131,0.8861873745918274,0.8074010014533997,0.7279589176177979,0.12277904152870178,0.8199900388717651,0.8646678995797848,0.219304687760528,0.39793792250174825,0.09903529288904066,0.39793792250174825,0.24848660769539446,0.02021772939346812,0.2395224171539961,0.1382488479262673,0.5361867704280155,0.005257009345794392,0.10429230223483504,0.6261597871780396,0.8568481206893921,0.7994149923324585,0.7415039539337158,0.14576612412929535,0.7929719686508179,0.858447105470496,0.1745169905929503,0.07476555075400315,0.09916894040108343,0.09916894040108343,0.08696724557754329,0.18610679108346292,0.36062378167641324,0.7603686635944701,0.6856031128404669,0.1133177570093458,0.21248669741042922
0011,1,0.00015220604727359953,0.0009692662864435307,0.2687718218340364,adamw,adam,0.6041358709335327,0.8854455947875977,0.8154096007347107,0.7447907328605652,0.12042886763811111,0.8223106265068054,0.8751960528755743,0.25311135075822305,0.41760091393754756,0.12227760175732236,0.41760091393754756,0.26993925784743494,0.028306742151312403,0.28141809290953546,0.18316831683168316,0.6007692307692307,0.010338885697874785,0.13261648745519714,0.6431694030761719,0.8446348309516907,0.7944771647453308,0.7439020872116089,0.1479918360710144,0.7835239768028259,0.8658858739366417,0.16095078943030403,0.07840822543792836,0.06151039961790178,0.07840822543792836,0.06995931252791507,0.2485846628924344,0.4095354523227384,0.8514851485148515,0.7730769230769231,0.17863296955772545,0.24014336917562723
0011,2,0.00015220604727359953,0.0009692662864435307,0.2687718218340364,adamw,adam,0.6263817548751831,0.8915740251541138,0.8255506753921509,0.7589778900146484,0.1141228973865509,0.8319244384765625,0.885847120340686,0.23942899706981546,0.360226679050328,0.11151506963760596,0.360226679050328,0.23587087434396697,0.03790238836967809,0.27733138543949354,0.2570093457943925,0.6172360248447205,0.010514018691588784,0.12202908832919475,0.64322429895401,0.8423945307731628,0.7928083539009094,0.7428094148635864,0.14540117979049683,0.781369149684906,0.8743440291925929,0.12030861374129881,0.11222934927729722,0.02545083760729097,0.11222934927729722,0.0688400934422941,0.2819314641744548,0.4022400779157536,0.8878504672897196,0.7756211180124224,0.20619158878504673,0.2316424263923377
