[validate_spec] experiment_specs/capture24/paper_final_fold0.yaml: OK
[main] spec=paper_final_fold0.yaml device=cuda:1
[main] exp_group=SPEC_paper_final_fold0_ca8c4cff__G202606031753
[main] seeds=[42]
[Training Process 0] ---- running seed=42 ----
FFNN Using device: cuda:1
FFNN Using device: cuda:1
[Tracker Process 0] SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9
[Tracker Process 0] seed dir: training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42
[Tracker Process 0] metrics:  training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/metrics.csv
[capture24-kfold] 992,430 windows, fold 0/5
[TRAIN] n=4,000  pos=150 (3.8%)  female=1,927  f_pos=60  m_pos=90
[VAL] n=4,000  pos=142 (3.5%)  female=2,276  f_pos=85  m_pos=57
[TEST] n=108,395  pos=3,840 (3.5%)  female=61,677  f_pos=2,300  m_pos=1,540
fold 0 | held_out=[np.int64(17), np.int64(2), np.int64(12), np.int64(13), np.int64(29), np.int64(26), np.int64(22), np.int64(36)] | dim=15
FFNN Using device: cuda:1
FFNN Using device: cuda:1
Beta trains with: 80.0% real, 20.0% synthetic
[alpha Process 0] disadv_group=1 wgl=2.5809 soft_eo=0.2345
[Tracker Process 0] alpha weights → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/alpha_state_dict.pt
[Tracker Process 0] alpha config  → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/ffnn_meta.json

============================================================
[FORGE Process 0] Training | episodes=5000
============================================================
[Tracker Process 0] CSV header: 33 columns
[Tracker Process 0] Ep    1 | WGL_reward=0.1052 | F1w=0.6032 | WGL_beta=3.0091 | EO=0.3449
[Tracker Process 0] Ep  118 | WGL_reward=0.4113 | F1w=0.6320 | WGL_beta=2.6526 | EO=0.3389
[Tracker Process 0] Ep  119 | WGL_reward=0.2290 | F1w=0.6084 | WGL_beta=2.8237 | EO=0.2863
[Tracker Process 0] Ep  120 | WGL_reward=0.1830 | F1w=0.6150 | WGL_beta=2.8802 | EO=0.2980
[Tracker Process 0] Ep  121 | WGL_reward=0.2589 | F1w=0.6380 | WGL_beta=2.7912 | EO=0.3096
[Tracker Process 0] Ep  122 | WGL_reward=0.3682 | F1w=0.6111 | WGL_beta=2.6889 | EO=0.2863
[Tracker Process 0] Ep  123 | WGL_reward=0.3151 | F1w=0.6172 | WGL_beta=2.7361 | EO=0.3038
[Tracker Process 0] Ep  124 | WGL_reward=0.4743 | F1w=0.6433 | WGL_beta=2.6015 | EO=0.3622
[Tracker Process 0] Ep  125 | WGL_reward=0.1907 | F1w=0.6078 | WGL_beta=2.8700 | EO=0.3098
[Tracker Process 0] Ep  126 | WGL_reward=0.3326 | F1w=0.6302 | WGL_beta=2.7202 | EO=0.3271
[Tracker Process 0] Ep  127 | WGL_reward=0.1985 | F1w=0.6050 | WGL_beta=2.8601 | EO=0.2805
[Tracker Process 0] Ep  128 | WGL_reward=0.2189 | F1w=0.6308 | WGL_beta=2.8353 | EO=0.2568
[Tracker Process 0] Ep  129 | WGL_reward=0.3226 | F1w=0.6279 | WGL_beta=2.7293 | EO=0.2978
[Tracker Process 0] Ep  130 | WGL_reward=0.2259 | F1w=0.6226 | WGL_beta=2.8272 | EO=0.3800
[Tracker Process 0] Ep  131 | WGL_reward=0.1878 | F1w=0.6172 | WGL_beta=2.8738 | EO=0.3331
[Tracker Process 0] Ep  132 | WGL_reward=0.3467 | F1w=0.6233 | WGL_beta=2.7076 | EO=0.3624
[Tracker Process 0] Ep  133 | WGL_reward=0.3906 | F1w=0.6296 | WGL_beta=2.6698 | EO=0.3096
[Tracker Process 0] Ep  134 | WGL_reward=0.4317 | F1w=0.6151 | WGL_beta=2.6359 | EO=0.2745
[Tracker Process 0] Ep  135 | WGL_reward=0.2292 | F1w=0.5921 | WGL_beta=2.8235 | EO=0.2747
[Tracker Process 0] Ep  136 | WGL_reward=0.3010 | F1w=0.6071 | WGL_beta=2.7494 | EO=0.3098
[Tracker Process 0] Ep  137 | WGL_reward=0.4788 | F1w=0.6337 | WGL_beta=2.5978 | EO=0.3096
[Tracker Process 0] Ep  138 | WGL_reward=0.2883 | F1w=0.6116 | WGL_beta=2.7616 | EO=0.2745
[Tracker Process 0] Ep  139 | WGL_reward=0.2864 | F1w=0.6241 | WGL_beta=2.7635 | EO=0.3038
[Tracker Process 0] Ep  140 | WGL_reward=0.5109 | F1w=0.6150 | WGL_beta=2.5722 | EO=0.2510
[Tracker Process 0] Ep  141 | WGL_reward=0.4139 | F1w=0.6376 | WGL_beta=2.6504 | EO=0.2685
[Tracker Process 0] Ep  142 | WGL_reward=0.1899 | F1w=0.6208 | WGL_beta=2.8711 | EO=0.2570
[Tracker Process 0] Ep  143 | WGL_reward=0.4251 | F1w=0.6393 | WGL_beta=2.6413 | EO=0.2978
[Tracker Process 0] Ep  144 | WGL_reward=0.1769 | F1w=0.5939 | WGL_beta=2.8884 | EO=0.3040
[Tracker Process 0] Ep  145 | WGL_reward=0.3664 | F1w=0.6121 | WGL_beta=2.6905 | EO=0.2687
[Tracker Process 0] Ep  146 | WGL_reward=0.2438 | F1w=0.5909 | WGL_beta=2.8073 | EO=0.2805
[Tracker Process 0] Ep  147 | WGL_reward=0.5473 | F1w=0.6217 | WGL_beta=2.5429 | EO=0.2452
[Tracker Process 0] Ep  148 | WGL_reward=0.2109 | F1w=0.6044 | WGL_beta=2.8448 | EO=0.3273
[Tracker Process 0] Ep  149 | WGL_reward=0.3904 | F1w=0.6249 | WGL_beta=2.6700 | EO=0.3038
[Tracker Process 0] Ep  150 | WGL_reward=0.2148 | F1w=0.6154 | WGL_beta=2.8402 | EO=0.2863
[Tracker Process 0] snapshot ep0150_phase1_class1
[Tracker Process 0] Ep  151 | WGL_reward=0.4035 | F1w=0.6058 | WGL_beta=2.6591 | EO=0.2980
[Tracker Process 0] Ep  152 | WGL_reward=0.4624 | F1w=0.6350 | WGL_beta=2.6111 | EO=0.2978
[Tracker Process 0] Ep  153 | WGL_reward=0.1855 | F1w=0.6297 | WGL_beta=2.8769 | EO=0.3800
[Tracker Process 0] Ep  154 | WGL_reward=0.1933 | F1w=0.6004 | WGL_beta=2.8666 | EO=0.2805
[Tracker Process 0] Ep  155 | WGL_reward=0.4297 | F1w=0.6210 | WGL_beta=2.6375 | EO=0.3038
[Tracker Process 0] Ep  156 | WGL_reward=0.3714 | F1w=0.6113 | WGL_beta=2.6861 | EO=0.2980
[Tracker Process 0] Ep  157 | WGL_reward=0.5190 | F1w=0.6363 | WGL_beta=2.5657 | EO=0.3154
[Tracker Process 0] Ep  158 | WGL_reward=0.6101 | F1w=0.6265 | WGL_beta=2.4914 | EO=0.2334
[Tracker Process 0] Ep  159 | WGL_reward=0.2530 | F1w=0.6158 | WGL_beta=2.7975 | EO=0.2745
[Tracker Process 0] Ep  160 | WGL_reward=0.1730 | F1w=0.6011 | WGL_beta=2.8938 | EO=0.2805
[Tracker Process 0] Ep  161 | WGL_reward=0.4648 | F1w=0.6363 | WGL_beta=2.6091 | EO=0.2568
[Tracker Process 0] Ep  162 | WGL_reward=0.5585 | F1w=0.6158 | WGL_beta=2.5339 | EO=0.2745
[Tracker Process 0] Ep  163 | WGL_reward=0.3277 | F1w=0.6249 | WGL_beta=2.7246 | EO=0.3271
[Tracker Process 0] Ep  164 | WGL_reward=0.4281 | F1w=0.6342 | WGL_beta=2.6388 | EO=0.2685
[Tracker Process 0] Ep  165 | WGL_reward=0.3398 | F1w=0.6192 | WGL_beta=2.7137 | EO=0.2863
[Tracker Process 0] Ep  166 | WGL_reward=0.4022 | F1w=0.6320 | WGL_beta=2.6602 | EO=0.2510
[Tracker Process 0] Ep  167 | WGL_reward=0.4168 | F1w=0.6182 | WGL_beta=2.6481 | EO=0.2627
[Tracker Process 0] Ep  168 | WGL_reward=0.3111 | F1w=0.6210 | WGL_beta=2.7399 | EO=0.3038
[Tracker Process 0] Ep  169 | WGL_reward=0.5243 | F1w=0.6180 | WGL_beta=2.5614 | EO=0.3038
[Tracker Process 0] Ep  170 | WGL_reward=0.5332 | F1w=0.6391 | WGL_beta=2.5543 | EO=0.2743
[Tracker Process 0] Ep  171 | WGL_reward=0.4520 | F1w=0.6226 | WGL_beta=2.6194 | EO=0.2627
[Tracker Process 0] Ep  172 | WGL_reward=0.4112 | F1w=0.6038 | WGL_beta=2.6527 | EO=0.2980
[Tracker Process 0] Ep  173 | WGL_reward=0.4523 | F1w=0.6402 | WGL_beta=2.6191 | EO=0.2978
[Tracker Process 0] Ep  174 | WGL_reward=0.3600 | F1w=0.6184 | WGL_beta=2.6959 | EO=0.3156
[Tracker Process 0] Ep  175 | WGL_reward=0.3668 | F1w=0.5958 | WGL_beta=2.6901 | EO=0.3040
[Tracker Process 0] Ep  176 | WGL_reward=0.4303 | F1w=0.6172 | WGL_beta=2.6370 | EO=0.3038
[Tracker Process 0] Ep  177 | WGL_reward=0.5180 | F1w=0.6281 | WGL_beta=2.5665 | EO=0.2627
[Tracker Process 0] Ep  178 | WGL_reward=0.3615 | F1w=0.6194 | WGL_beta=2.6947 | EO=0.3331
[Tracker Process 0] Ep  179 | WGL_reward=0.5754 | F1w=0.6413 | WGL_beta=2.5202 | EO=0.2861
[Tracker Process 0] Ep  180 | WGL_reward=0.4385 | F1w=0.6165 | WGL_beta=2.6304 | EO=0.2745
[Tracker Process 0] Ep  181 | WGL_reward=0.4362 | F1w=0.6323 | WGL_beta=2.6322 | EO=0.3214
[Tracker Process 0] Ep  182 | WGL_reward=0.4597 | F1w=0.6249 | WGL_beta=2.6132 | EO=0.2685
[Tracker Process 0] Ep  183 | WGL_reward=0.3560 | F1w=0.6147 | WGL_beta=2.6995 | EO=0.2863
[Tracker Process 0] Ep  184 | WGL_reward=0.6272 | F1w=0.6367 | WGL_beta=2.4769 | EO=0.2685
[Tracker Process 0] Ep  185 | WGL_reward=0.4444 | F1w=0.6442 | WGL_beta=2.6256 | EO=0.2743
[Tracker Process 0] Ep  186 | WGL_reward=0.2720 | F1w=0.6192 | WGL_beta=2.7778 | EO=0.2863
[Tracker Process 0] Ep  187 | WGL_reward=0.5982 | F1w=0.6396 | WGL_beta=2.5013 | EO=0.2861
[Tracker Process 0] Ep  188 | WGL_reward=0.3139 | F1w=0.6314 | WGL_beta=2.7373 | EO=0.2921
[Tracker Process 0] Ep  189 | WGL_reward=0.4825 | F1w=0.6342 | WGL_beta=2.5949 | EO=0.2685
[Tracker Process 0] Ep  190 | WGL_reward=0.3914 | F1w=0.6194 | WGL_beta=2.6692 | EO=0.3038
[Tracker Process 0] Ep  191 | WGL_reward=0.6164 | F1w=0.6175 | WGL_beta=2.4861 | EO=0.2627
[Tracker Process 0] Ep  192 | WGL_reward=0.4678 | F1w=0.6233 | WGL_beta=2.6067 | EO=0.3038
[Tracker Process 0] Ep  193 | WGL_reward=0.5674 | F1w=0.6187 | WGL_beta=2.5266 | EO=0.2745
[Tracker Process 0] Ep  194 | WGL_reward=0.3423 | F1w=0.6180 | WGL_beta=2.7115 | EO=0.2745
[Tracker Process 0] Ep  195 | WGL_reward=0.5202 | F1w=0.6522 | WGL_beta=2.5648 | EO=0.2801
[Tracker Process 0] Ep  196 | WGL_reward=0.4029 | F1w=0.6113 | WGL_beta=2.6596 | EO=0.2980
[Tracker Process 0] Ep  197 | WGL_reward=0.6547 | F1w=0.6137 | WGL_beta=2.4530 | EO=0.2159
[Tracker Process 0] Ep  198 | WGL_reward=0.4794 | F1w=0.6453 | WGL_beta=2.5974 | EO=0.2801
[Tracker Process 0] Ep  199 | WGL_reward=0.5752 | F1w=0.6257 | WGL_beta=2.5203 | EO=0.2510
[Tracker Process 0] Ep  200 | WGL_reward=0.3048 | F1w=0.6200 | WGL_beta=2.7458 | EO=0.3449
[Tracker Process 0] Ep  201 | WGL_reward=0.4952 | F1w=0.6468 | WGL_beta=2.5847 | EO=0.3036
[Tracker Process 0] Ep  202 | WGL_reward=0.6734 | F1w=0.6220 | WGL_beta=2.4362 | EO=0.2685
[Tracker Process 0] Ep  203 | WGL_reward=0.8142 | F1w=0.6470 | WGL_beta=2.2854 | EO=0.2215
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.814184)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep  204 | WGL_reward=0.6886 | F1w=0.6380 | WGL_beta=2.4222 | EO=0.2568
[Tracker Process 0] Ep  205 | WGL_reward=0.7254 | F1w=0.6496 | WGL_beta=2.3867 | EO=0.2215
[Tracker Process 0] Ep  206 | WGL_reward=0.7174 | F1w=0.6433 | WGL_beta=2.3946 | EO=0.2450
[Tracker Process 0] Ep  207 | WGL_reward=0.5932 | F1w=0.6287 | WGL_beta=2.5055 | EO=0.2685
[Tracker Process 0] Ep  208 | WGL_reward=0.4161 | F1w=0.6078 | WGL_beta=2.6487 | EO=0.2512
[Tracker Process 0] Ep  209 | WGL_reward=0.5299 | F1w=0.6241 | WGL_beta=2.5569 | EO=0.2921
[Tracker Process 0] Ep  210 | WGL_reward=0.6100 | F1w=0.6242 | WGL_beta=2.4914 | EO=0.2510
[Tracker Process 0] Ep  211 | WGL_reward=0.7536 | F1w=0.6343 | WGL_beta=2.3573 | EO=0.2743
[Tracker Process 0] Ep  212 | WGL_reward=0.4394 | F1w=0.6281 | WGL_beta=2.6296 | EO=0.2921
[Tracker Process 0] Ep  213 | WGL_reward=0.7071 | F1w=0.6191 | WGL_beta=2.4046 | EO=0.2510
[Tracker Process 0] Ep  214 | WGL_reward=0.7563 | F1w=0.6202 | WGL_beta=2.3544 | EO=0.2745
[Tracker Process 0] Ep  215 | WGL_reward=0.8026 | F1w=0.6323 | WGL_beta=2.3004 | EO=0.2275
[Tracker Process 0] Ep  216 | WGL_reward=0.5752 | F1w=0.6227 | WGL_beta=2.5203 | EO=0.2803
[Tracker Process 0] Ep  217 | WGL_reward=0.6315 | F1w=0.6310 | WGL_beta=2.4732 | EO=0.2392
[Tracker Process 0] Ep  218 | WGL_reward=0.4077 | F1w=0.6318 | WGL_beta=2.6556 | EO=0.2978
[Tracker Process 0] Ep  219 | WGL_reward=0.6294 | F1w=0.6343 | WGL_beta=2.4749 | EO=0.2743
[Tracker Process 0] Ep  220 | WGL_reward=0.4544 | F1w=0.6312 | WGL_beta=2.6175 | EO=0.2803
[Tracker Process 0] Ep  221 | WGL_reward=0.5449 | F1w=0.6168 | WGL_beta=2.5449 | EO=0.3507
[Tracker Process 0] Ep  222 | WGL_reward=0.7482 | F1w=0.6220 | WGL_beta=2.3630 | EO=0.2685
[Tracker Process 0] Ep  223 | WGL_reward=0.5806 | F1w=0.6242 | WGL_beta=2.5158 | EO=0.2510
[Tracker Process 0] Ep  224 | WGL_reward=0.6563 | F1w=0.6413 | WGL_beta=2.4516 | EO=0.2861
[Tracker Process 0] Ep  225 | WGL_reward=0.4523 | F1w=0.6177 | WGL_beta=2.6192 | EO=0.2863
[Tracker Process 0] Ep  226 | WGL_reward=0.7124 | F1w=0.6469 | WGL_beta=2.3995 | EO=0.2625
[Tracker Process 0] Ep  227 | WGL_reward=0.5662 | F1w=0.6363 | WGL_beta=2.5277 | EO=0.2861
[Tracker Process 0] Ep  228 | WGL_reward=0.6007 | F1w=0.6318 | WGL_beta=2.4993 | EO=0.2392
[Tracker Process 0] Ep  229 | WGL_reward=0.2479 | F1w=0.6022 | WGL_beta=2.8029 | EO=0.2923
[Tracker Process 0] Ep  230 | WGL_reward=0.5237 | F1w=0.6219 | WGL_beta=2.5619 | EO=0.2627
[Tracker Process 0] Ep  231 | WGL_reward=0.7713 | F1w=0.6399 | WGL_beta=2.3378 | EO=0.2450
[Tracker Process 0] Ep  232 | WGL_reward=0.5609 | F1w=0.6461 | WGL_beta=2.5319 | EO=0.2625
[Tracker Process 0] Ep  233 | WGL_reward=0.4560 | F1w=0.6496 | WGL_beta=2.6162 | EO=0.3212
[Tracker Process 0] Ep  234 | WGL_reward=0.6735 | F1w=0.6405 | WGL_beta=2.4361 | EO=0.2215
[Tracker Process 0] Ep  235 | WGL_reward=0.7138 | F1w=0.6339 | WGL_beta=2.3981 | EO=0.2568
[Tracker Process 0] Ep  236 | WGL_reward=0.5426 | F1w=0.6433 | WGL_beta=2.5467 | EO=0.2450
[Tracker Process 0] Ep  237 | WGL_reward=0.7283 | F1w=0.6469 | WGL_beta=2.3837 | EO=0.2332
[Tracker Process 0] Ep  238 | WGL_reward=0.7501 | F1w=0.6221 | WGL_beta=2.3611 | EO=0.2275
[Tracker Process 0] Ep  239 | WGL_reward=0.3585 | F1w=0.6106 | WGL_beta=2.6973 | EO=0.3273
[Tracker Process 0] Ep  240 | WGL_reward=0.8523 | F1w=0.6662 | WGL_beta=2.2303 | EO=0.1920
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.852314)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep  241 | WGL_reward=0.6311 | F1w=0.6336 | WGL_beta=2.4735 | EO=0.3036
[Tracker Process 0] Ep  242 | WGL_reward=0.7250 | F1w=0.6433 | WGL_beta=2.3871 | EO=0.2450
[Tracker Process 0] Ep  243 | WGL_reward=0.7871 | F1w=0.6272 | WGL_beta=2.3193 | EO=0.2510
[Tracker Process 0] Ep  244 | WGL_reward=0.6413 | F1w=0.6192 | WGL_beta=2.4647 | EO=0.2685
[Tracker Process 0] Ep  245 | WGL_reward=0.7351 | F1w=0.6154 | WGL_beta=2.3767 | EO=0.2627
[Tracker Process 0] Ep  246 | WGL_reward=0.5594 | F1w=0.6451 | WGL_beta=2.5331 | EO=0.2450
[Tracker Process 0] Ep  247 | WGL_reward=0.5176 | F1w=0.6281 | WGL_beta=2.5668 | EO=0.3214
[Tracker Process 0] Ep  248 | WGL_reward=0.7538 | F1w=0.6380 | WGL_beta=2.3571 | EO=0.2568
[Tracker Process 0] Ep  249 | WGL_reward=0.7747 | F1w=0.6391 | WGL_beta=2.3338 | EO=0.2450
[Tracker Process 0] Ep  250 | WGL_reward=0.8017 | F1w=0.6264 | WGL_beta=2.3015 | EO=0.2685
[Tracker Process 0] Ep  251 | WGL_reward=0.6410 | F1w=0.6347 | WGL_beta=2.4650 | EO=0.2568
[Tracker Process 0] Ep  252 | WGL_reward=0.6474 | F1w=0.6350 | WGL_beta=2.4594 | EO=0.2685
[Tracker Process 0] Ep  253 | WGL_reward=0.6617 | F1w=0.6513 | WGL_beta=2.4467 | EO=0.2215
[Tracker Process 0] Ep  254 | WGL_reward=0.7678 | F1w=0.6433 | WGL_beta=2.3418 | EO=0.2450
[Tracker Process 0] Ep  255 | WGL_reward=0.6421 | F1w=0.6405 | WGL_beta=2.4640 | EO=0.2568
[Tracker Process 0] Ep  256 | WGL_reward=0.5101 | F1w=0.6187 | WGL_beta=2.5729 | EO=0.3038
[Tracker Process 0] Ep  257 | WGL_reward=0.6314 | F1w=0.6380 | WGL_beta=2.4733 | EO=0.2275
[Tracker Process 0] Ep  258 | WGL_reward=0.5643 | F1w=0.6227 | WGL_beta=2.5291 | EO=0.2510
[Tracker Process 0] Ep  259 | WGL_reward=0.7405 | F1w=0.6191 | WGL_beta=2.3712 | EO=0.3096
[Tracker Process 0] Ep  260 | WGL_reward=0.8897 | F1w=0.6331 | WGL_beta=2.1633 | EO=0.2275
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.889742)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep  261 | WGL_reward=0.7402 | F1w=0.6363 | WGL_beta=2.3715 | EO=0.2275
[Tracker Process 0] Ep  262 | WGL_reward=0.5847 | F1w=0.6226 | WGL_beta=2.5124 | EO=0.2627
[Tracker Process 0] Ep  263 | WGL_reward=0.5778 | F1w=0.6234 | WGL_beta=2.5182 | EO=0.2921
[Tracker Process 0] Ep  264 | WGL_reward=0.6505 | F1w=0.6363 | WGL_beta=2.4567 | EO=0.2861
[Tracker Process 0] Ep  265 | WGL_reward=0.7210 | F1w=0.6211 | WGL_beta=2.3910 | EO=0.2921
[Tracker Process 0] Ep  266 | WGL_reward=0.6597 | F1w=0.6380 | WGL_beta=2.4485 | EO=0.2861
[Tracker Process 0] Ep  267 | WGL_reward=0.8317 | F1w=0.6513 | WGL_beta=2.2613 | EO=0.2215
[Tracker Process 0] Ep  268 | WGL_reward=0.8135 | F1w=0.6504 | WGL_beta=2.2864 | EO=0.2097
[Tracker Process 0] Ep  269 | WGL_reward=0.5913 | F1w=0.6280 | WGL_beta=2.5070 | EO=0.2803
[Tracker Process 0] Ep  270 | WGL_reward=0.6332 | F1w=0.6276 | WGL_beta=2.4717 | EO=0.3036
[Tracker Process 0] Ep  271 | WGL_reward=0.3977 | F1w=0.6226 | WGL_beta=2.6639 | EO=0.2627
[Tracker Process 0] Ep  272 | WGL_reward=0.7934 | F1w=0.6405 | WGL_beta=2.3118 | EO=0.2275
[Tracker Process 0] Ep  273 | WGL_reward=0.7270 | F1w=0.6487 | WGL_beta=2.3850 | EO=0.2215
[Tracker Process 0] Ep  274 | WGL_reward=0.4828 | F1w=0.6496 | WGL_beta=2.5947 | EO=0.3856
[Tracker Process 0] Ep  275 | WGL_reward=0.8294 | F1w=0.6667 | WGL_beta=2.2646 | EO=0.1744
[Tracker Process 0] Ep  276 | WGL_reward=0.6942 | F1w=0.6355 | WGL_beta=2.4170 | EO=0.2568
[Tracker Process 0] Ep  277 | WGL_reward=0.8592 | F1w=0.6479 | WGL_beta=2.2192 | EO=0.1979
[Tracker Process 0] Ep  278 | WGL_reward=0.7158 | F1w=0.6347 | WGL_beta=2.3962 | EO=0.2861
[Tracker Process 0] Ep  279 | WGL_reward=0.7736 | F1w=0.6531 | WGL_beta=2.3351 | EO=0.2508
[Tracker Process 0] Ep  280 | WGL_reward=0.8760 | F1w=0.6575 | WGL_beta=2.1898 | EO=0.2097
[Tracker Process 0] Ep  281 | WGL_reward=0.7442 | F1w=0.6449 | WGL_beta=2.3674 | EO=0.2275
[Tracker Process 0] Ep  282 | WGL_reward=0.8364 | F1w=0.6562 | WGL_beta=2.2546 | EO=0.2155
[Tracker Process 0] Ep  283 | WGL_reward=0.8241 | F1w=0.6391 | WGL_beta=2.2720 | EO=0.2450
[Tracker Process 0] Ep  284 | WGL_reward=0.8475 | F1w=0.6657 | WGL_beta=2.2378 | EO=0.1979
[Tracker Process 0] Ep  285 | WGL_reward=0.7392 | F1w=0.6451 | WGL_beta=2.3726 | EO=0.2450
[Tracker Process 0] Ep  286 | WGL_reward=0.9527 | F1w=0.6600 | WGL_beta=1.9804 | EO=0.1920
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.952681)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep  287 | WGL_reward=0.6236 | F1w=0.6337 | WGL_beta=2.4799 | EO=0.2803
[Tracker Process 0] Ep  288 | WGL_reward=0.8214 | F1w=0.6542 | WGL_beta=2.2758 | EO=0.2332
[Tracker Process 0] Ep  289 | WGL_reward=0.7104 | F1w=0.6326 | WGL_beta=2.4014 | EO=0.2685
[Tracker Process 0] Ep  290 | WGL_reward=0.9018 | F1w=0.6630 | WGL_beta=2.1375 | EO=0.2037
[Tracker Process 0] Ep  291 | WGL_reward=0.8755 | F1w=0.6548 | WGL_beta=2.1909 | EO=0.2683
[Tracker Process 0] Ep  292 | WGL_reward=0.7205 | F1w=0.6435 | WGL_beta=2.3915 | EO=0.2625
[Tracker Process 0] Ep  293 | WGL_reward=0.6474 | F1w=0.6496 | WGL_beta=2.4594 | EO=0.2625
[Tracker Process 0] Ep  294 | WGL_reward=0.9445 | F1w=0.6782 | WGL_beta=2.0141 | EO=0.1567
[Tracker Process 0] Ep  295 | WGL_reward=0.7832 | F1w=0.6555 | WGL_beta=2.3240 | EO=0.1979
[Tracker Process 0] Ep  296 | WGL_reward=0.9564 | F1w=0.6841 | WGL_beta=1.9632 | EO=0.1567
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.956424)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep  297 | WGL_reward=0.7702 | F1w=0.6205 | WGL_beta=2.3390 | EO=0.2510
[Tracker Process 0] Ep  298 | WGL_reward=0.8608 | F1w=0.6735 | WGL_beta=2.2165 | EO=0.1567
[Tracker Process 0] Ep  299 | WGL_reward=0.7695 | F1w=0.6433 | WGL_beta=2.3399 | EO=0.2450
[Tracker Process 0] Ep  300 | WGL_reward=0.9144 | F1w=0.6540 | WGL_beta=2.1072 | EO=0.1922
[Tracker Process 0] snapshot ep0300_phase1_class1
[Tracker Process 0] Ep  301 | WGL_reward=0.7224 | F1w=0.6249 | WGL_beta=2.3896 | EO=0.2803
[Tracker Process 0] Ep  302 | WGL_reward=0.9570 | F1w=0.6662 | WGL_beta=1.9605 | EO=0.1626
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.956980)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep  303 | WGL_reward=0.9521 | F1w=0.6757 | WGL_beta=1.9831 | EO=0.1626
[Tracker Process 0] Ep  304 | WGL_reward=0.9439 | F1w=0.6667 | WGL_beta=2.0162 | EO=0.1744
[Tracker Process 0] Ep  305 | WGL_reward=0.6571 | F1w=0.6249 | WGL_beta=2.4508 | EO=0.2627
[Tracker Process 0] Ep  306 | WGL_reward=0.5986 | F1w=0.6496 | WGL_beta=2.5010 | EO=0.2801
[Tracker Process 0] Ep  307 | WGL_reward=0.7620 | F1w=0.6747 | WGL_beta=2.3482 | EO=0.1626
[Tracker Process 0] Ep  308 | WGL_reward=0.8136 | F1w=0.6453 | WGL_beta=2.2862 | EO=0.1922
[Tracker Process 0] Ep  309 | WGL_reward=0.8286 | F1w=0.6772 | WGL_beta=2.2658 | EO=0.1860
[Tracker Process 0] Ep  310 | WGL_reward=0.8241 | F1w=0.6657 | WGL_beta=2.2720 | EO=0.1744
[Tracker Process 0] Ep  311 | WGL_reward=0.7721 | F1w=0.6318 | WGL_beta=2.3369 | EO=0.2685
[Tracker Process 0] Ep  312 | WGL_reward=0.9540 | F1w=0.6536 | WGL_beta=1.9744 | EO=0.2448
[Tracker Process 0] Ep  313 | WGL_reward=0.7025 | F1w=0.6459 | WGL_beta=2.4090 | EO=0.2450
